Country Name,Country Code,Indicator Name_x,Year,Inflation,Indicator Name_y,GDP_per_capita,Indicator Name,Exchange_Rate
Peru,PER,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",3.12804457735247,GDP per capita (constant 2015 US$),4407.79121686416
Philippines,PHL,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",46.148391177755,GDP per capita (constant 2015 US$),2209.34651083329
Palau,PLW,"Inflation, consumer prices (annual %)",2007,3.2387503582688,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),14215.1687952627
Papua New Guinea,PNG,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",2.96534583333333,GDP per capita (constant 2015 US$),2000.9726186689
Poland,POL,"Inflation, consumer prices (annual %)",2007,2.45874312385402,"Official exchange rate (LCU per US$, period average)",2.76795,GDP per capita (constant 2015 US$),9760.7042604352
Pre-demographic dividend,PRE,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1283.50361465434
Puerto Rico (US),PRI,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),29347.8460041613
"Korea, Dem. People's Rep.",PRK,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),
Portugal,PRT,"Inflation, consumer prices (annual %)",2007,2.45396528138742,"Official exchange rate (LCU per US$, period average)",0.729672399984083,GDP per capita (constant 2015 US$),19979.5706224764
Paraguay,PRY,"Inflation, consumer prices (annual %)",2007,8.13047417698577,"Official exchange rate (LCU per US$, period average)",5032.71157647908,GDP per capita (constant 2015 US$),4540.38235899198
West Bank and Gaza,PSE,"Inflation, consumer prices (annual %)",2007,1.85974379351111,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),2569.98434108953
Pacific island small states,PSS,"Inflation, consumer prices (annual %)",2007,3.76400259181596,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),3346.12772173549
Post-demographic dividend,PST,"Inflation, consumer prices (annual %)",2007,2.32003495338801,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),38866.6808124154
French Polynesia,PYF,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",87.0730479331812,GDP per capita (constant 2015 US$),21648.532237682
Qatar,QAT,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",3.64,GDP per capita (constant 2015 US$),61423.0870888622
Romania,ROU,"Inflation, consumer prices (annual %)",2007,4.83732928313988,"Official exchange rate (LCU per US$, period average)",2.43825,GDP per capita (constant 2015 US$),7483.97375820611
Russian Federation,RUS,"Inflation, consumer prices (annual %)",2007,9.0072986886108,"Official exchange rate (LCU per US$, period average)",25.5808453675404,GDP per capita (constant 2015 US$),8640.40625
Rwanda,RWA,"Inflation, consumer prices (annual %)",2007,9.08072205873159,"Official exchange rate (LCU per US$, period average)",546.955,GDP per capita (constant 2015 US$),497.17162247587
South Asia,SAS,"Inflation, consumer prices (annual %)",2007,6.37288135593232,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1059.31634791955
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",2007,4.16782716547868,"Official exchange rate (LCU per US$, period average)",3.75,GDP per capita (constant 2015 US$),21196.7926036633
Sudan,SDN,"Inflation, consumer prices (annual %)",2007,14.7542770780085,"Official exchange rate (LCU per US$, period average)",2.0161,GDP per capita (constant 2015 US$),1372.10961914063
Senegal,SEN,"Inflation, consumer prices (annual %)",2007,5.85330428467681,"Official exchange rate (LCU per US$, period average)",478.633718476363,GDP per capita (constant 2015 US$),1123.99862153285
Singapore,SGP,"Inflation, consumer prices (annual %)",2007,2.10980166714573,"Official exchange rate (LCU per US$, period average)",1.50710166666667,GDP per capita (constant 2015 US$),46178.8139470199
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",7.652,GDP per capita (constant 2015 US$),1830.23675931387
Sierra Leone,SLE,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",2.98518583333333,GDP per capita (constant 2015 US$),872.68836234614
El Salvador,SLV,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),3359.1623024135
San Marino,SMR,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",0.729672399984088,GDP per capita (constant 2015 US$),62776.9461598748
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),294.210404466723
Serbia,SRB,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",58.4495666666667,GDP per capita (constant 2015 US$),5431.27888961402
Sub-Saharan Africa (excluding high income),SSA,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1567.96820965923
South Sudan,SSD,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),
Sub-Saharan Africa,SSF,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1446.46714349503
Small states,SST,"Inflation, consumer prices (annual %)",2007,4.48088608614726,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),10245.0259988082
Sao Tome and Principe,STP,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",13.536755,GDP per capita (constant 2015 US$),1170.51612474435
Suriname,SUR,"Inflation, consumer prices (annual %)",2007,6.42627934470524,"Official exchange rate (LCU per US$, period average)",2.745,GDP per capita (constant 2015 US$),7897.25648915828
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",2007,2.75672371638139,"Official exchange rate (LCU per US$, period average)",24.6943333333333,GDP per capita (constant 2015 US$),13770.9602691527
Slovenia,SVN,"Inflation, consumer prices (annual %)",2007,3.657495632841,"Official exchange rate (LCU per US$, period average)",0.729672399984083,GDP per capita (constant 2015 US$),21485.780992381
Sweden,SWE,"Inflation, consumer prices (annual %)",2007,2.21216883436734,"Official exchange rate (LCU per US$, period average)",6.75877,GDP per capita (constant 2015 US$),49261.2399479074
Eswatini,SWZ,"Inflation, consumer prices (annual %)",2007,8.0760882786158,"Official exchange rate (LCU per US$, period average)",7.045365,GDP per capita (constant 2015 US$),2910.69700039141
Sint Maarten (Dutch part),SXM,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),
Seychelles,SYC,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",6.7010595376306,GDP per capita (constant 2015 US$),13112.8210098816
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",11.225,GDP per capita (constant 2015 US$),1411.6899137524
Turks and Caicos Islands,TCA,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),32733.5782213662
Chad,TCD,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",478.633718476363,GDP per capita (constant 2015 US$),918.265540053882
East Asia & Pacific (IDA & IBRD countries),TEA,"Inflation, consumer prices (annual %)",2007,4.81676767378834,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),3849.69334017187
Europe & Central Asia (IDA & IBRD countries),TEC,"Inflation, consumer prices (annual %)",2007,8.75618090972639,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),6757.45489352359
Togo,TGO,"Inflation, consumer prices (annual %)",2007,0.945673271705219,"Official exchange rate (LCU per US$, period average)",478.633718476363,GDP per capita (constant 2015 US$),603.837896358253
Thailand,THA,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",34.5181805917013,GDP per capita (constant 2015 US$),4760.66708464831
Tajikistan,TJK,"Inflation, consumer prices (annual %)",2007,13.1491247062982,"Official exchange rate (LCU per US$, period average)",3.44248333333333,GDP per capita (constant 2015 US$),686.48090192413
Turkmenistan,TKM,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),3114.06330033038
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Inflation, consumer prices (annual %)",2007,6.42627934470524,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),7741.78186470351
Timor-Leste,TLS,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),961.848462090268
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),2734.20459831487
Tonga,TON,"Inflation, consumer prices (annual %)",2007,5.8422487490138,"Official exchange rate (LCU per US$, period average)",1.97093365696189,GDP per capita (constant 2015 US$),3665.89549972281
South Asia (IDA & IBRD),TSA,"Inflation, consumer prices (annual %)",2007,6.37288135593232,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1059.31634791955
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1446.46714349503
Trinidad and Tobago,TTO,"Inflation, consumer prices (annual %)",2007,7.89438834757301,"Official exchange rate (LCU per US$, period average)",6.32803333333333,GDP per capita (constant 2015 US$),17786.9809095843
Tunisia,TUN,"Inflation, consumer prices (annual %)",2007,2.96694432477349,"Official exchange rate (LCU per US$, period average)",1.28135833333333,GDP per capita (constant 2015 US$),3642.12450341045
Turkiye,TUR,"Inflation, consumer prices (annual %)",2007,8.75618090972639,"Official exchange rate (LCU per US$, period average)",1.30293090533794,GDP per capita (constant 2015 US$),8414.25350387565
Tuvalu,TUV,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),3069.67368184077
Tanzania,TZA,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",1245.03546404783,GDP per capita (constant 2015 US$),731.52001953125
Uganda,UGA,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",1723.49158714041,GDP per capita (constant 2015 US$),684.542241787248
Ukraine,UKR,"Inflation, consumer prices (annual %)",2007,12.8387796190181,"Official exchange rate (LCU per US$, period average)",5.05,GDP per capita (constant 2015 US$),2498.35205078125
Upper middle income,UMC,"Inflation, consumer prices (annual %)",2007,6.17781214809388,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5076.63584304066
Uruguay,URY,"Inflation, consumer prices (annual %)",2007,8.11464561179312,"Official exchange rate (LCU per US$, period average)",23.471025,GDP per capita (constant 2015 US$),12310.482735502
United States,USA,"Inflation, consumer prices (annual %)",2007,2.85267248150138,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),54152.8292653448
Uzbekistan,UZB,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1773.75803693248
St. Vincent and the Grenadines,VCT,"Inflation, consumer prices (annual %)",2007,7.23614701584807,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),6953.11709388397
"Venezuela, RB",VEN,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",2.147,GDP per capita (constant 2015 US$),
British Virgin Islands,VGB,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),
Virgin Islands (U.S.),VIR,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),49598.1259079427
Viet Nam,VNM,"Inflation, consumer prices (annual %)",2007,8.34444889773837,"Official exchange rate (LCU per US$, period average)",16105.125,GDP per capita (constant 2015 US$),1788.9485028957
Vanuatu,VUT,"Inflation, consumer prices (annual %)",2007,3.93548387096774,"Official exchange rate (LCU per US$, period average)",102.4375,GDP per capita (constant 2015 US$),2791.7418410919
World,WLD,"Inflation, consumer prices (annual %)",2007,4.82704847846411,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),9178.47474059228
Samoa,WSM,"Inflation, consumer prices (annual %)",2007,5.5770639321963,"Official exchange rate (LCU per US$, period average)",2.61657247247996,GDP per capita (constant 2015 US$),3818.25503804332
Kosovo,XKX,"Inflation, consumer prices (annual %)",2007,4.35849695328369,"Official exchange rate (LCU per US$, period average)",0.729672399984088,GDP per capita (constant 2015 US$),
"Yemen, Rep.",YEM,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",198.953333333333,GDP per capita (constant 2015 US$),2235.72956503041
South Africa,ZAF,"Inflation, consumer prices (annual %)",2007,6.17781214809388,"Official exchange rate (LCU per US$, period average)",7.045365,GDP per capita (constant 2015 US$),5891.42069421698
Zambia,ZMB,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",4.00166666666667,GDP per capita (constant 2015 US$),1013.08567432637
Zimbabwe,ZWE,"Inflation, consumer prices (annual %)",2007,,"Official exchange rate (LCU per US$, period average)",9686.77166954175,GDP per capita (constant 2015 US$),986.695816261281
Aruba,ABW,"Inflation, consumer prices (annual %)",2008,8.95598705177788,"Official exchange rate (LCU per US$, period average)",1.79,GDP per capita (constant 2015 US$),32097.0402243555
Africa Eastern and Southern,AFE,"Inflation, consumer prices (annual %)",2008,12.6574601863917,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1424.16219679945
Afghanistan,AFG,"Inflation, consumer prices (annual %)",2008,26.4186641547444,"Official exchange rate (LCU per US$, period average)",50.2496147435897,GDP per capita (constant 2015 US$),417.647282647498
Africa Western and Central,AFW,"Inflation, consumer prices (annual %)",2008,8.45297623326755,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1561.49690310715
Angola,AGO,"Inflation, consumer prices (annual %)",2008,12.4758291326398,"Official exchange rate (LCU per US$, period average)",75.0333541666667,GDP per capita (constant 2015 US$),3193.28772270836
Albania,ALB,"Inflation, consumer prices (annual %)",2008,3.32087090389265,"Official exchange rate (LCU per US$, period average)",83.8946041005291,GDP per capita (constant 2015 US$),3345.98161761476
Andorra,AND,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),37775.1261390552
Arab World,ARB,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5900.67914827487
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",3.6725,GDP per capita (constant 2015 US$),48281.347795881
Argentina,ARG,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",3.14416455988456,GDP per capita (constant 2015 US$),13197.3570267029
Armenia,ARM,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",305.969400261936,GDP per capita (constant 2015 US$),3141.33193500774
American Samoa,ASM,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),12809.4633079683
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",2008,5.33380639820233,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),20464.786306605
Australia,AUS,"Inflation, consumer prices (annual %)",2008,4.35029854990048,"Official exchange rate (LCU per US$, period average)",1.19217833333333,GDP per capita (constant 2015 US$),53336.1012157008
Austria,AUT,"Inflation, consumer prices (annual %)",2008,3.21595033239886,"Official exchange rate (LCU per US$, period average)",0.679922680042729,GDP per capita (constant 2015 US$),44063.8642019916
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",2008,20.8490871772712,"Official exchange rate (LCU per US$, period average)",0.821619578853047,GDP per capita (constant 2015 US$),4778.12451579136
Burundi,BDI,"Inflation, consumer prices (annual %)",2008,24.4069510353914,"Official exchange rate (LCU per US$, period average)",1185.69083333333,GDP per capita (constant 2015 US$),292.793764973044
Belgium,BEL,"Inflation, consumer prices (annual %)",2008,4.48944420508402,"Official exchange rate (LCU per US$, period average)",0.679922680042729,GDP per capita (constant 2015 US$),40380.9075004042
Benin,BEN,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",446.000041432788,GDP per capita (constant 2015 US$),943.203380303862
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",446.000041432788,GDP per capita (constant 2015 US$),533.471299938288
Bangladesh,BGD,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",68.598275,GDP per capita (constant 2015 US$),866.45815762135
Bulgaria,BGR,"Inflation, consumer prices (annual %)",2008,12.3487195994021,"Official exchange rate (LCU per US$, period average)",1.33711666666667,GDP per capita (constant 2015 US$),6464.72203037118
Bahrain,BHR,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",0.376,GDP per capita (constant 2015 US$),23127.2148040048
"Bahamas, The",BHS,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),32331.930166479
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",2008,7.42704310332953,"Official exchange rate (LCU per US$, period average)",1.33519568048428,GDP per capita (constant 2015 US$),3927.87965579966
Belarus,BLR,"Inflation, consumer prices (annual %)",2008,14.8378764828254,"Official exchange rate (LCU per US$, period average)",0.21363975,GDP per capita (constant 2015 US$),5177.64534830453
Belize,BLZ,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",2.0,GDP per capita (constant 2015 US$),6183.93891771798
Bermuda,BMU,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),129525.177139097
Bolivia,BOL,"Inflation, consumer prices (annual %)",2008,14.006810770252,"Official exchange rate (LCU per US$, period average)",7.23832069891666,GDP per capita (constant 2015 US$),2383.25032578229
Brazil,BRA,"Inflation, consumer prices (annual %)",2008,5.67859390284167,"Official exchange rate (LCU per US$, period average)",1.83376666666667,GDP per capita (constant 2015 US$),8330.76459841304
Barbados,BRB,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",2.0,GDP per capita (constant 2015 US$),21477.2080592359
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",1.41716666666667,GDP per capita (constant 2015 US$),34126.6940866315
Bhutan,BTN,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",43.5051833333333,GDP per capita (constant 2015 US$),2017.76018913403
Botswana,BWA,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",6.82685833333333,GDP per capita (constant 2015 US$),6158.61629368051
Central African Republic,CAF,"Inflation, consumer prices (annual %)",2008,9.25895099417076,"Official exchange rate (LCU per US$, period average)",446.000041432788,GDP per capita (constant 2015 US$),450.313616886022
Canada,CAN,"Inflation, consumer prices (annual %)",2008,2.37027067444298,"Official exchange rate (LCU per US$, period average)",1.06708691833333,GDP per capita (constant 2015 US$),42067.5687072607
Central Europe and the Baltics,CEB,"Inflation, consumer prices (annual %)",2008,6.35866380152373,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),11177.0081279721
Switzerland,CHE,"Inflation, consumer prices (annual %)",2008,2.42604117060157,"Official exchange rate (LCU per US$, period average)",1.08309,GDP per capita (constant 2015 US$),82481.0680560935
Channel Islands,CHI,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",0.54396625,GDP per capita (constant 2015 US$),
Chile,CHL,"Inflation, consumer prices (annual %)",2008,8.71626873039608,"Official exchange rate (LCU per US$, period average)",522.461035833334,GDP per capita (constant 2015 US$),11356.0922105983
China,CHN,"Inflation, consumer prices (annual %)",2008,5.92525137041092,"Official exchange rate (LCU per US$, period average)",6.948655,GDP per capita (constant 2015 US$),4811.47471804961
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",2008,6.30852769152581,"Official exchange rate (LCU per US$, period average)",446.000041432788,GDP per capita (constant 2015 US$),1454.62731800082
Cameroon,CMR,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",446.000041432788,GDP per capita (constant 2015 US$),1295.02211276052
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",559.292508333333,GDP per capita (constant 2015 US$),367.843747648712
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",2008,4.95875092023152,"Official exchange rate (LCU per US$, period average)",446.000041432788,GDP per capita (constant 2015 US$),2061.55829880574
Colombia,COL,"Inflation, consumer prices (annual %)",2008,6.99688495554511,"Official exchange rate (LCU per US$, period average)",1965.1375,GDP per capita (constant 2015 US$),5048.57187245249
Comoros,COM,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",334.500031074591,GDP per capita (constant 2015 US$),1058.62282121214
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",2008,6.77443546371143,"Official exchange rate (LCU per US$, period average)",75.3360038388544,GDP per capita (constant 2015 US$),3238.44159287498
Costa Rica,CRI,"Inflation, consumer prices (annual %)",2008,13.4244635507284,"Official exchange rate (LCU per US$, period average)",526.23551344086,GDP per capita (constant 2015 US$),10104.9092039753
Caribbean small states,CSS,"Inflation, consumer prices (annual %)",2008,8.0332732765034,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),13979.6334831429
Cuba,CUB,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),6469.08507847668
Curacao,CUW,"Inflation, consumer prices (annual %)",2008,6.87632393677692,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),21202.4305115575
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",0.83333,GDP per capita (constant 2015 US$),93115.3168416314
Cyprus,CYP,"Inflation, consumer prices (annual %)",2008,4.66900841902485,"Official exchange rate (LCU per US$, period average)",0.679922680042729,GDP per capita (constant 2015 US$),27449.2265625
Czechia,CZE,"Inflation, consumer prices (annual %)",2008,6.35866380152373,"Official exchange rate (LCU per US$, period average)",17.0716666666667,GDP per capita (constant 2015 US$),17190.6470333289
Germany,DEU,"Inflation, consumer prices (annual %)",2008,2.6283798163722,"Official exchange rate (LCU per US$, period average)",0.679922680042729,GDP per capita (constant 2015 US$),38996.1434106777
Djibouti,DJI,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",177.721,GDP per capita (constant 2015 US$),
Dominica,DMA,"Inflation, consumer prices (annual %)",2008,6.35992183336294,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),8682.57378179773
Denmark,DNK,"Inflation, consumer prices (annual %)",2008,3.41626794258373,"Official exchange rate (LCU per US$, period average)",5.09813083333334,GDP per capita (constant 2015 US$),53572.5346568185
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",2008,10.6446210953712,"Official exchange rate (LCU per US$, period average)",34.5293609573506,GDP per capita (constant 2015 US$),5308.92664966814
Algeria,DZA,"Inflation, consumer prices (annual %)",2008,4.85859062814938,"Official exchange rate (LCU per US$, period average)",64.5828,GDP per capita (constant 2015 US$),4367.56538017541
East Asia & Pacific (excluding high income),EAP,"Inflation, consumer prices (annual %)",2008,10.3368269200353,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),4102.13288402558
Early-demographic dividend,EAR,"Inflation, consumer prices (annual %)",2008,10.4469875128223,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),2689.5968649202
East Asia & Pacific,EAS,"Inflation, consumer prices (annual %)",2008,8.02626726911851,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),7188.3884442262
Europe & Central Asia (excluding high income),ECA,"Inflation, consumer prices (annual %)",2008,12.59701701853,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5011.69308537755
Europe & Central Asia,ECS,"Inflation, consumer prices (annual %)",2008,6.0425125388106,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),22013.8387040677
Ecuador,ECU,"Inflation, consumer prices (annual %)",2008,8.40009593987462,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),4939.90215021789
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",5.4325,GDP per capita (constant 2015 US$),3052.21297844721
Euro area,EMU,"Inflation, consumer prices (annual %)",2008,4.11407022033816,"Official exchange rate (LCU per US$, period average)",0.679922680042729,GDP per capita (constant 2015 US$),34291.7806492405
Eritrea,ERI,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",15.375,GDP per capita (constant 2015 US$),693.398874212494
Spain,ESP,"Inflation, consumer prices (annual %)",2008,4.07534335957339,"Official exchange rate (LCU per US$, period average)",0.679922680042729,GDP per capita (constant 2015 US$),27112.526293889
Estonia,EST,"Inflation, consumer prices (annual %)",2008,10.3623580313683,"Official exchange rate (LCU per US$, period average)",10.6944430938413,GDP per capita (constant 2015 US$),16688.997772178
Ethiopia,ETH,"Inflation, consumer prices (annual %)",2008,44.3566858766952,"Official exchange rate (LCU per US$, period average)",9.59974166666667,GDP per capita (constant 2015 US$),379.238310448137
European Union,EUU,"Inflation, consumer prices (annual %)",2008,4.16497193524764,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),30142.6043994065
Fragile and conflict affected situations,FCS,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1726.26658804099
Finland,FIN,"Inflation, consumer prices (annual %)",2008,4.0659535535838,"Official exchange rate (LCU per US$, period average)",0.679922680042729,GDP per capita (constant 2015 US$),46359.8732844055
Fiji,FJI,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",1.59403441077344,GDP per capita (constant 2015 US$),4240.77265686856
France,FRA,"Inflation, consumer prices (annual %)",2008,2.81286194914787,"Official exchange rate (LCU per US$, period average)",0.679922680042729,GDP per capita (constant 2015 US$),36257.3658930938
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",5.09813083333333,GDP per capita (constant 2015 US$),44623.0315871975
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",2008,8.42372566246186,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),2819.07927372108
Gabon,GAB,"Inflation, consumer prices (annual %)",2008,,"Official exchange rate (LCU per US$, period average)",446.000041432788,GDP per capita (constant 2015 US$),6468.38523357609
United Kingdom,GBR,"Inflation, consumer prices (annual %)",2008,3.52140856342538,"Official exchange rate (LCU per US$, period average)",0.54396625,GDP per capita (constant 2015 US$),44065.6156693521
Georgia,GEO,"Inflation, consumer prices (annual %)",2008,9.99948761552747,"Official exchange rate (LCU per US$, period average)",1.49079166666667,GDP per capita (constant 2015 US$),2970.15858282428
